Location,Obesity Percentage,Lower Limit,Upper Limit
"CraigCounty,Oklahoma",36,26.1,46.7
"CreekCounty,Oklahoma",33.2,27.5,39.1
"CusterCounty,Oklahoma",37.6,31.5,44.2
"DelawareCounty,Oklahoma",37.6,30.5,44.6
"DeweyCounty,Oklahoma",39.3,28.4,51.7
"EllisCounty,Oklahoma",36.7,24.7,49.1
"GarfieldCounty,Oklahoma",36.7,32.4,41.2
"GarvinCounty,Oklahoma",35,28.4,41.8
"GradyCounty,Oklahoma",34.4,28.9,39.6
"GrantCounty,Oklahoma",27.4,18.5,38.3
"GreerCounty,Oklahoma",31.5,22,42.1
"HarmonCounty,Oklahoma",31.6,21.3,45
"HarperCounty,Oklahoma",25.5,17.2,35.9
"HaskellCounty,Oklahoma",30.3,21.6,40.2
"HughesCounty,Oklahoma",36,26.9,45.4
"JacksonCounty,Oklahoma",37,29,45.5
"JeffersonCounty,Oklahoma",31.4,21.3,43.4
"JohnstonCounty,Oklahoma",31.7,22.7,41.4
"KayCounty,Oklahoma",36.1,29.5,43.3
"KingfisherCounty,Oklahoma",39,31.2,47.4
"KiowaCounty,Oklahoma",31.9,22.6,42.5
"LatimerCounty,Oklahoma",34.7,25.4,45.5
"LeFloreCounty,Oklahoma",37.5,31.6,43.6
"LincolnCounty,Oklahoma",34.6,28.4,41.5
"LoganCounty,Oklahoma",35.6,29.4,41.7
"LoveCounty,Oklahoma",26.6,17.5,37.3
"MajorCounty,Oklahoma",41.9,32.8,51.9
"MarshallCounty,Oklahoma",34.4,26.2,43.6
"MayesCounty,Oklahoma",36.8,30.2,43.9
"McclainCounty,Oklahoma",35.3,29.5,42.2
"MccurtainCounty,Oklahoma",35.7,29.1,42.2
"McintoshCounty,Oklahoma",34.2,26,42.4
"MurrayCounty,Oklahoma",34.3,26.7,43
"MuskogeeCounty,Oklahoma",42.8,36.7,48.8
"NobleCounty,Oklahoma",39,27.7,50.3
"NowataCounty,Oklahoma",36.4,26.7,47.8
"OkfuskeeCounty,Oklahoma",48.8,36.8,59.9
"OklahomaCounty,Oklahoma",30.6,28.8,32.4
"OkmulgeeCounty,Oklahoma",32.9,26.2,39.7
"OsageCounty,Oklahoma",32.4,26.5,39
"OttawaCounty,Oklahoma",36.7,28.5,45.1
"PawneeCounty,Oklahoma",39.4,29.7,48.9
"PayneCounty,Oklahoma",32.5,28,37.7
"PittsburgCounty,Oklahoma",35.3,29.4,41.9
"PontotocCounty,Oklahoma",33,27.3,38.9
"PottawatomieCounty,Oklahoma",36,31.2,41.4
"PushmatahaCounty,Oklahoma",33.6,25.3,42.7
"RogerMillsCounty,Oklahoma",34.2,24.5,44.8
"RogersCounty,Oklahoma",31.2,26,36.1
"SeminoleCounty,Oklahoma",34.1,27,42.4
"SequoyahCounty,Oklahoma",36.4,29.3,44.4
"StephensCounty,Oklahoma",34.3,28.6,40.7
"TexasCounty,Oklahoma",31.7,25.1,39.1
"TillmanCounty,Oklahoma",44,32.7,56.2
"TulsaCounty,Oklahoma",31.1,29.1,33.2
"WagonerCounty,Oklahoma",35.5,30.2,40.9
"WashingtonCounty,Oklahoma",38.5,32.7,44.5
"WashitaCounty,Oklahoma",28.7,21.2,38.2
"WoodsCounty,Oklahoma",35.1,26.4,44.4
"WoodwardCounty,Oklahoma",29.7,23.4,36.8
"BakerCounty,Oregon",31.3,22.6,41.3
"BentonCounty,Oregon",25,20.8,29.1
"ClackamasCounty,Oregon",28.3,25.8,31
"ClatsopCounty,Oregon",29.3,23.3,35.9
"ColumbiaCounty,Oregon",30.1,24,36.6
"CoosCounty,Oregon",39.2,33.2,45.1
"CrookCounty,Oregon",33,24.1,42.2
"CurryCounty,Oregon",34.8,26.3,44
"DeschutesCounty,Oregon",22.7,19.3,26.5
"DouglasCounty,Oregon",31.1,26.6,35.7
"GilliamCounty,Oregon",36.7,23.8,50.7
"GrantCounty,Oregon",25.7,17.3,35.9
"HarneyCounty,Oregon",30.8,20.8,41.6
"HoodRiverCounty,Oregon",25.6,17.8,34.8
"JacksonCounty,Oregon",24,20.7,27.4
"JeffersonCounty,Oregon",43.3,32.2,54.7
"JosephineCounty,Oregon",31.2,25.8,36.4
"KlamathCounty,Oregon",33.1,27.7,38.9
"LakeCounty,Oregon",34.3,25.2,45.5
"LaneCounty,Oregon",27.1,24.4,29.7
"LincolnCounty,Oregon",36,29.9,42.4
"LinnCounty,Oregon",36.2,31.8,40.7
"MalheurCounty,Oregon",36.2,28.2,44.7
"MarionCounty,Oregon",34,30.9,37.1
"MorrowCounty,Oregon",34.5,23.3,45.9
"MultnomahCounty,Oregon",23.6,21.9,25.2
"PolkCounty,Oregon",34.8,29.1,40.8
"ShermanCounty,Oregon",28.3,17.3,42.4
"TillamookCounty,Oregon",32.9,24.8,41.6
"UmatillaCounty,Oregon",35.2,29.4,41.6
"UnionCounty,Oregon",38.8,31.1,47.6
"WallowaCounty,Oregon",29.7,21.2,40.2
"WascoCounty,Oregon",28.2,21,36.2
"WashingtonCounty,Oregon",29.7,27.5,32.1
"WheelerCounty,Oregon",26.1,16,38.1
"YamhillCounty,Oregon",33.4,28.2,38.7
"AdamsCounty,Pennsylvania",35.6,28,44.2
"AlleghenyCounty,Pennsylvania",27.5,25.6,29.6
"ArmstrongCounty,Pennsylvania",43.2,35,51.8
"BeaverCounty,Pennsylvania",33.3,27.8,38.7
"BedfordCounty,Pennsylvania",29.5,22.3,38.2
"BerksCounty,Pennsylvania",36.3,30.7,42.2
"BlairCounty,Pennsylvania",30.6,24.8,37
"BradfordCounty,Pennsylvania",37.9,31.3,44.9
"BucksCounty,Pennsylvania",26.2,22.5,30.1
"ButlerCounty,Pennsylvania",30.6,25.7,35.8
"CambriaCounty,Pennsylvania",26.5,21,32.3
"CameronCounty,Pennsylvania",23.4,14,36.3
"CarbonCounty,Pennsylvania",36.6,27.7,46
"CentreCounty,Pennsylvania",25.4,21.6,29.2
"ChesterCounty,Pennsylvania",21.8,17.9,26
"ClarionCounty,Pennsylvania",33.2,24.5,42.7
"ClearfieldCounty,Pennsylvania",41.4,33.5,49.2
"ClintonCounty,Pennsylvania",35.2,27.8,43.4
"ColumbiaCounty,Pennsylvania",31.5,25.2,38.7
"CrawfordCounty,Pennsylvania",37.4,31.1,43.8
"CumberlandCounty,Pennsylvania",28.9,23.9,33.9
"DauphinCounty,Pennsylvania",33.1,28.7,38.1
"DelawareCounty,Pennsylvania",26.3,22.3,30.6
"ElkCounty,Pennsylvania",25.3,18.2,33.7
"ErieCounty,Pennsylvania",34.3,30.5,38.4
"FayetteCounty,Pennsylvania",39.7,33.3,46
"ForestCounty,Pennsylvania",34.4,22.8,48.2
"FranklinCounty,Pennsylvania",35,28.1,42
"FultonCounty,Pennsylvania",27.4,17.1,39.3
"GreeneCounty,Pennsylvania",31.3,22.1,41.8
"HuntingdonCounty,Pennsylvania",29.6,21.2,38.9
"IndianaCounty,Pennsylvania",33.2,25.4,41.2
"JeffersonCounty,Pennsylvania",35.7,28.5,43.8
"JuniataCounty,Pennsylvania",32.3,21.9,45.1
"LackawannaCounty,Pennsylvania",28.3,23.8,32.9
"LancasterCounty,Pennsylvania",32.1,27.4,36.9
"LawrenceCounty,Pennsylvania",36.6,29.4,44
"LebanonCounty,Pennsylvania",34.3,27.9,41.1
"LehighCounty,Pennsylvania",30.8,26.5,35.3
"LuzerneCounty,Pennsylvania",29.4,25,34.1
"LycomingCounty,Pennsylvania",38.3,32.9,43.7
"MckeanCounty,Pennsylvania",33.9,25.9,42.8
"MercerCounty,Pennsylvania",33,27.2,38.9
"MifflinCounty,Pennsylvania",41,31.9,50.2
"MonroeCounty,Pennsylvania",32.2,26,38.9
"MontgomeryCounty,Pennsylvania",25.2,22.1,28.5
"MontourCounty,Pennsylvania",30.1,20.3,41.7
"NorthamptonCounty,Pennsylvania",31.7,26.7,36.4
"NorthumberlandCounty,Pennsylvania",40.9,35,47.6
"PerryCounty,Pennsylvania",26.2,18.1,35.9
"PhiladelphiaCounty,Pennsylvania",27.6,25.6,29.6
"PikeCounty,Pennsylvania",32.1,23,41.8
"PotterCounty,Pennsylvania",28.6,19.4,39.3
"SchuylkillCounty,Pennsylvania",31.5,24.1,39.3
"SnyderCounty,Pennsylvania",34.2,26.5,42
"SomersetCounty,Pennsylvania",38,29,47.2
"SullivanCounty,Pennsylvania",29.6,19.5,41.3
"SusquehannaCounty,Pennsylvania",33.7,25.2,42.4
"TiogaCounty,Pennsylvania",36.1,28.5,43.5
"UnionCounty,Pennsylvania",33.6,25.2,42.4
"VenangoCounty,Pennsylvania",40.8,32.4,49.6
"WarrenCounty,Pennsylvania",28.7,21.5,36.2
"WashingtonCounty,Pennsylvania",33.9,29.2,38.9
"WayneCounty,Pennsylvania",30.8,21.5,41
"WestmorelandCounty,Pennsylvania",30.6,26.7,34.7
"WyomingCounty,Pennsylvania",34.3,25.1,43.7
"YorkCounty,Pennsylvania",31,27.1,35.4
"AdjuntasMunicipio,PuertoRico",No Data,No Data,No Data
"AguadaMunicipio,PuertoRico",No Data,No Data,No Data
"AguadillaMunicipio,PuertoRico",No Data,No Data,No Data
"AguasBuenasMunicipio,PuertoRico",No Data,No Data,No Data
"AibonitoMunicipio,PuertoRico",No Data,No Data,No Data
"AreciboMunicipio,PuertoRico",No Data,No Data,No Data
"ArroyoMunicipio,PuertoRico",No Data,No Data,No Data
"AñascoMunicipio,PuertoRico",No Data,No Data,No Data
"BarcelonetaMunicipio,PuertoRico",No Data,No Data,No Data
"BarranquitasMunicipio,PuertoRico",No Data,No Data,No Data
"BayamónMunicipio,PuertoRico",No Data,No Data,No Data
"CaboRojoMunicipio,PuertoRico",No Data,No Data,No Data
"CaguasMunicipio,PuertoRico",No Data,No Data,No Data
"CamuyMunicipio,PuertoRico",No Data,No Data,No Data
"CanóvanasMunicipio,PuertoRico",No Data,No Data,No Data
"CarolinaMunicipio,PuertoRico",No Data,No Data,No Data
"CatañoMunicipio,PuertoRico",No Data,No Data,No Data
"CayeyMunicipio,PuertoRico",No Data,No Data,No Data
"CeibaMunicipio,PuertoRico",No Data,No Data,No Data
"CialesMunicipio,PuertoRico",No Data,No Data,No Data
"CidraMunicipio,PuertoRico",No Data,No Data,No Data
"CoamoMunicipio,PuertoRico",No Data,No Data,No Data
"ComeríoMunicipio,PuertoRico",No Data,No Data,No Data
"CorozalMunicipio,PuertoRico",No Data,No Data,No Data
"CulebraMunicipio,PuertoRico",No Data,No Data,No Data
"DoradoMunicipio,PuertoRico",No Data,No Data,No Data
"FajardoMunicipio,PuertoRico",No Data,No Data,No Data
"FloridaMunicipio,PuertoRico",No Data,No Data,No Data
"GuayamaMunicipio,PuertoRico",No Data,No Data,No Data
"GuayanillaMunicipio,PuertoRico",No Data,No Data,No Data
"GuaynaboMunicipio,PuertoRico",No Data,No Data,No Data
"GuraboMunicipio,PuertoRico",No Data,No Data,No Data
"GuánicaMunicipio,PuertoRico",No Data,No Data,No Data
"HatilloMunicipio,PuertoRico",No Data,No Data,No Data
"HormiguerosMunicipio,PuertoRico",No Data,No Data,No Data
"HumacaoMunicipio,PuertoRico",No Data,No Data,No Data
"IsabelaMunicipio,PuertoRico",No Data,No Data,No Data
"JayuyaMunicipio,PuertoRico",No Data,No Data,No Data
"JuanaDíazMunicipio,PuertoRico",No Data,No Data,No Data
"JuncosMunicipio,PuertoRico",No Data,No Data,No Data
"LajasMunicipio,PuertoRico",No Data,No Data,No Data
"LaresMunicipio,PuertoRico",No Data,No Data,No Data
"LasMaríasMunicipio,PuertoRico",No Data,No Data,No Data
"LasPiedrasMunicipio,PuertoRico",No Data,No Data,No Data
"LoízaMunicipio,PuertoRico",No Data,No Data,No Data
"LuquilloMunicipio,PuertoRico",No Data,No Data,No Data
"ManatíMunicipio,PuertoRico",No Data,No Data,No Data
"MaricaoMunicipio,PuertoRico",No Data,No Data,No Data
"MaunaboMunicipio,PuertoRico",No Data,No Data,No Data
"MayagüezMunicipio,PuertoRico",No Data,No Data,No Data
"MocaMunicipio,PuertoRico",No Data,No Data,No Data
"MorovisMunicipio,PuertoRico",No Data,No Data,No Data
"NaguaboMunicipio,PuertoRico",No Data,No Data,No Data
"NaranjitoMunicipio,PuertoRico",No Data,No Data,No Data
"OrocovisMunicipio,PuertoRico",No Data,No Data,No Data
"PatillasMunicipio,PuertoRico",No Data,No Data,No Data
"PeñuelasMunicipio,PuertoRico",No Data,No Data,No Data
"PonceMunicipio,PuertoRico",No Data,No Data,No Data
"QuebradillasMunicipio,PuertoRico",No Data,No Data,No Data
"RincónMunicipio,PuertoRico",No Data,No Data,No Data
"RíoGrandeMunicipio,PuertoRico",No Data,No Data,No Data
"SabanaGrandeMunicipio,PuertoRico",No Data,No Data,No Data
"SalinasMunicipio,PuertoRico",No Data,No Data,No Data
"SanGermánMunicipio,PuertoRico",No Data,No Data,No Data
"SanJuanMunicipio,PuertoRico",No Data,No Data,No Data
"SanLorenzoMunicipio,PuertoRico",No Data,No Data,No Data
"SanSebastiánMunicipio,PuertoRico",No Data,No Data,No Data
"SantaIsabelMunicipio,PuertoRico",No Data,No Data,No Data
"ToaAltaMunicipio,PuertoRico",No Data,No Data,No Data
"ToaBajaMunicipio,PuertoRico",No Data,No Data,No Data
"TrujilloAltoMunicipio,PuertoRico",No Data,No Data,No Data
"UtuadoMunicipio,PuertoRico",No Data,No Data,No Data
"VegaAltaMunicipio,PuertoRico",No Data,No Data,No Data
"VegaBajaMunicipio,PuertoRico",No Data,No Data,No Data
"ViequesMunicipio,PuertoRico",No Data,No Data,No Data
"VillalbaMunicipio,PuertoRico",No Data,No Data,No Data
"YabucoaMunicipio,PuertoRico",No Data,No Data,No Data
"YaucoMunicipio,PuertoRico",No Data,No Data,No Data
"BristolCounty,RhodeIsland",22.5,19.1,26
"KentCounty,RhodeIsland",29.3,27.3,31.4
"NewportCounty,RhodeIsland",24.9,22.4,27.4
"ProvidenceCounty,RhodeIsland",29,27.9,30.2
"WashingtonCounty,RhodeIsland",24,22,26.2
"AbbevilleCounty,SouthCarolina",37,30.7,43.2
"AikenCounty,SouthCarolina",36.4,33.3,39.5
"AllendaleCounty,SouthCarolina",39.7,30.4,49.7
"AndersonCounty,SouthCarolina",34.5,31.3,37.7
"BambergCounty,SouthCarolina",37.1,30.1,45.4
"BarnwellCounty,SouthCarolina",38.7,33.1,44.9
"BeaufortCounty,SouthCarolina",24.1,21.4,27
"BerkeleyCounty,SouthCarolina",34.9,31.9,38.1
"CalhounCounty,SouthCarolina",38.5,30.7,46.9
"CharlestonCounty,SouthCarolina",26.5,24.4,28.6
"CherokeeCounty,SouthCarolina",42.9,36.3,49.9
"ChesterCounty,SouthCarolina",35.6,30.4,41.1
"ChesterfieldCounty,SouthCarolina",37.6,32.3,43.4
"ClarendonCounty,SouthCarolina",40.2,34.4,45.8
"ColletonCounty,SouthCarolina",42.5,37.6,47.8
"DarlingtonCounty,SouthCarolina",37.6,33.1,42.2
"DillonCounty,SouthCarolina",41.6,35.4,48
"DorchesterCounty,SouthCarolina",31.2,27.9,34.7
"EdgefieldCounty,SouthCarolina",38.5,32.4,44.9
"FairfieldCounty,SouthCarolina",42.4,34.6,50.8
"FlorenceCounty,SouthCarolina",38.4,35.3,41.8
"GeorgetownCounty,SouthCarolina",34.9,30.9,38.9
"GreenvilleCounty,SouthCarolina",28.3,26.1,30.6
"GreenwoodCounty,SouthCarolina",36.5,32.5,40.4
"HamptonCounty,SouthCarolina",42.2,35.5,48.9
"HorryCounty,SouthCarolina",30.8,28.7,33.1
"JasperCounty,SouthCarolina",37.2,31.4,43
"KershawCounty,SouthCarolina",38.8,32.8,45
"LancasterCounty,SouthCarolina",31.8,27.7,36.1
"LaurensCounty,SouthCarolina",35.9,31.6,40.3
"LeeCounty,SouthCarolina",39.7,32.6,47.3
"LexingtonCounty,SouthCarolina",31.7,28.7,34.8
"MarionCounty,SouthCarolina",43.8,38,49.7
"MarlboroCounty,SouthCarolina",38.4,32.3,44.9
"MccormickCounty,SouthCarolina",35,28.4,42.9
"NewberryCounty,SouthCarolina",35.7,31.1,40.9
"OconeeCounty,SouthCarolina",32.2,27.9,36.9
"OrangeburgCounty,SouthCarolina",41.4,37.6,44.9
"PickensCounty,SouthCarolina",32.2,27.4,36.7
"RichlandCounty,SouthCarolina",32.6,30.3,34.9
"SaludaCounty,SouthCarolina",38.2,31.7,45.4
"SpartanburgCounty,SouthCarolina",32.3,29.5,35.4
"SumterCounty,SouthCarolina",38.2,34.7,42
"UnionCounty,SouthCarolina",39,31.4,46.3
"WilliamsburgCounty,SouthCarolina",41.9,37.3,46.7
"YorkCounty,SouthCarolina",32.1,29.4,34.8
"AuroraCounty,SouthDakota",36.8,25.4,49.6
"BeadleCounty,SouthDakota",35.5,28.9,42.8
"BennettCounty,SouthDakota",42,36.2,47.6
"BonHommeCounty,SouthDakota",40.1,28.9,51.2
"BrookingsCounty,SouthDakota",28.8,26.1,31.6
"BrownCounty,SouthDakota",31.4,28.2,34.2
"BruleCounty,SouthDakota",28.5,20.5,37.6
"BuffaloCounty,SouthDakota",47.6,38.1,57.6
"ButteCounty,SouthDakota",31.9,26,37.8
"CampbellCounty,SouthDakota",30.3,19.4,42.3
"CharlesMixCounty,SouthDakota",43.2,31.7,54.8
"ClarkCounty,SouthDakota",31.5,23,40.7
"ClayCounty,SouthDakota",30.9,24.3,38
"CodingtonCounty,SouthDakota",31.9,28.9,35.2
"CorsonCounty,SouthDakota",39.3,34.7,44.2
"CusterCounty,SouthDakota",31,23.1,40.2
"DavisonCounty,SouthDakota",27,21.5,33.4
"DayCounty,SouthDakota",36.2,27.7,45.3
"DeuelCounty,SouthDakota",35.9,27,45.5
"DeweyCounty,SouthDakota",39,35.1,43.5
"DouglasCounty,SouthDakota",28.7,19.1,40.4
"EdmundsCounty,SouthDakota",30.3,21.4,39.8
"FallRiverCounty,SouthDakota",32.5,23.7,42.3
"FaulkCounty,SouthDakota",36.7,25.5,49.7
"GrantCounty,SouthDakota",26,18.6,35.1
"GregoryCounty,SouthDakota",29.8,20.3,40.9
"HaakonCounty,SouthDakota",24.7,17.6,33.7
"HamlinCounty,SouthDakota",28.3,21.5,36.2
"HandCounty,SouthDakota",30.2,21.2,41.5
"HansonCounty,SouthDakota",27.1,18.2,39
"HardingCounty,SouthDakota",40.1,27.6,53.2
"HughesCounty,SouthDakota",32.5,26.4,38.9
"HutchinsonCounty,SouthDakota",32.7,24.7,42
"HydeCounty,SouthDakota",24.6,15.3,36.9
"JacksonCounty,SouthDakota",35.6,29.7,41.6
"JerauldCounty,SouthDakota",21.8,14,33
"JonesCounty,SouthDakota",25.3,15.7,36.6
"KingsburyCounty,SouthDakota",29.7,21.8,38.7
"LakeCounty,SouthDakota",31,23.7,38.8
"LawrenceCounty,SouthDakota",26,23.2,28.8
"LincolnCounty,SouthDakota",30.2,27.4,33
"LymanCounty,SouthDakota",37.6,24.9,51.1
"MarshallCounty,SouthDakota",30.1,21.1,40.4
"MccookCounty,SouthDakota",36.5,26.4,47.4
"McphersonCounty,SouthDakota",30.7,20.1,43.2
"MeadeCounty,SouthDakota",29,26.1,32
"MelletteCounty,SouthDakota",35.9,29.5,43
"MinerCounty,SouthDakota",22,13.5,33.9
"MinnehahaCounty,SouthDakota",32.1,29.9,34.7
"MoodyCounty,SouthDakota",37,27.6,47.2
"OglalaLakotaCounty,SouthDakota",38.9,35.7,42.4
"PenningtonCounty,SouthDakota",28.3,25.7,30.8
"PerkinsCounty,SouthDakota",29.1,21.2,38.1
"PotterCounty,SouthDakota",27.2,17.4,39.7
"RobertsCounty,SouthDakota",36.9,29.4,45.8
"SanbornCounty,SouthDakota",40.1,26.4,54.7
"ShannonCounty,SouthDakota",No Data,No Data,No Data
"SpinkCounty,SouthDakota",41.3,31.7,51.9
"StanleyCounty,SouthDakota",27.7,18.5,39.1
"SullyCounty,SouthDakota",26.7,17.3,39
"ToddCounty,SouthDakota",38.5,34.6,43
"TrippCounty,SouthDakota",35.7,25.9,47.8
"TurnerCounty,SouthDakota",38.1,30.8,45.5
"UnionCounty,SouthDakota",29.2,22.6,36.4
"WalworthCounty,SouthDakota",31.7,21.9,44
"YanktonCounty,SouthDakota",37.6,31,44.8
"ZiebachCounty,SouthDakota",51.3,45,58
"AndersonCounty,Tennessee",32.8,25.4,41
"BedfordCounty,Tennessee",33.7,26.2,41.8
"BentonCounty,Tennessee",34.3,25.2,44.4
"BledsoeCounty,Tennessee",32.5,23.3,42.5
"BlountCounty,Tennessee",32.8,25.9,40.1
"BradleyCounty,Tennessee",38.3,33,43.4
"CampbellCounty,Tennessee",33.2,24.9,42.3
"CannonCounty,Tennessee",37,26.3,48.7
"CarrollCounty,Tennessee",30,23,37.6
"CarterCounty,Tennessee",38.3,31.7,45.4
"CheathamCounty,Tennessee",31.5,21.9,43.5
"ChesterCounty,Tennessee",31.2,23.5,41
"ClaiborneCounty,Tennessee",25.3,18.2,33.4
"ClayCounty,Tennessee",30.3,20.6,42.1
"CockeCounty,Tennessee",37,27.9,46.6
"CoffeeCounty,Tennessee",32,25.7,38.8
"CrockettCounty,Tennessee",40.6,29.6,53
"CumberlandCounty,Tennessee",35.3,28.4,42.8
"DavidsonCounty,Tennessee",29.7,26.7,32.9
"DecaturCounty,Tennessee",31.9,23.4,41.7
"DekalbCounty,Tennessee",29.4,21,39
"DicksonCounty,Tennessee",26.1,18.5,35
"DyerCounty,Tennessee",40.7,33,48.1
"FayetteCounty,Tennessee",35,26.5,43.7
"FentressCounty,Tennessee",26.2,18.6,34.6
"FranklinCounty,Tennessee",36.2,29.1,43.7
"GibsonCounty,Tennessee",40.7,33.9,47.8
"GilesCounty,Tennessee",34.4,25.4,44.6
"GraingerCounty,Tennessee",32.8,23.2,43
"GreeneCounty,Tennessee",38.6,32.1,45.5
"GrundyCounty,Tennessee",33.8,24.7,44
"HamblenCounty,Tennessee",34.6,27.9,42
"HamiltonCounty,Tennessee",29.4,26.3,32.6
"HancockCounty,Tennessee",32.9,21,46.9
"HardemanCounty,Tennessee",37.2,29.7,45.3
"HardinCounty,Tennessee",32.2,25.8,39.3
"HawkinsCounty,Tennessee",31.6,25.8,38
"HaywoodCounty,Tennessee",46.8,37.3,56.4
"HendersonCounty,Tennessee",33.1,26.4,40.5
"HenryCounty,Tennessee",33.8,26.8,41.2
"HickmanCounty,Tennessee",31.8,23,41.9
"HoustonCounty,Tennessee",26.2,16.9,39.4
"HumphreysCounty,Tennessee",35.2,24,47.7
"JacksonCounty,Tennessee",34.5,24.7,45
"JeffersonCounty,Tennessee",37.1,28.4,45.9
"JohnsonCounty,Tennessee",26.8,18.9,36.5
"KnoxCounty,Tennessee",30.7,27.4,34.1
"LakeCounty,Tennessee",37.4,24.3,50
"LauderdaleCounty,Tennessee",44.7,35.8,53.7
"LawrenceCounty,Tennessee",33.2,26.5,40.5
"LewisCounty,Tennessee",42.6,30.5,55.1
"LincolnCounty,Tennessee",36.8,28.3,45.8
"LoudonCounty,Tennessee",29.2,21.5,38
"MaconCounty,Tennessee",34.2,25.5,44.5
"MadisonCounty,Tennessee",38.9,35.3,42.7
"MarionCounty,Tennessee",30,22,38.3
"MarshallCounty,Tennessee",38,28.4,47.8
"MauryCounty,Tennessee",32.4,26.6,38.1
"McminnCounty,Tennessee",33.8,27.9,40.2
"McnairyCounty,Tennessee",30.3,23.5,37.4
"MeigsCounty,Tennessee",35.3,26,45
"MonroeCounty,Tennessee",32.8,24.9,41
"MontgomeryCounty,Tennessee",34.3,29.9,38.9
"MooreCounty,Tennessee",23.8,14.7,38
"MorganCounty,Tennessee",35.6,25.8,45.9
"ObionCounty,Tennessee",38,30.3,46.3
"OvertonCounty,Tennessee",39.1,31.1,47.6
"PerryCounty,Tennessee",28.7,17.9,41.1
"PickettCounty,Tennessee",31.2,20.1,44.7
"PolkCounty,Tennessee",34.1,25.3,44.5
"PutnamCounty,Tennessee",28.3,23.1,33.9
"RheaCounty,Tennessee",38.2,29.9,47.3
"RoaneCounty,Tennessee",34.1,25.6,43.6
"RobertsonCounty,Tennessee",34,25.7,43.6
"RutherfordCounty,Tennessee",35.9,31.4,40.6
"ScottCounty,Tennessee",42.4,32.3,52.9
"SequatchieCounty,Tennessee",38.1,28.1,49
"SevierCounty,Tennessee",45,37.3,52.4
"ShelbyCounty,Tennessee",35.4,32.7,38.3
"SmithCounty,Tennessee",29.6,20.3,41.6
"StewartCounty,Tennessee",25.7,15.8,38.7
"SullivanCounty,Tennessee",34.3,30.8,37.9
"SumnerCounty,Tennessee",30.5,24.8,36.6
"TiptonCounty,Tennessee",32.1,25.1,39.5
"TrousdaleCounty,Tennessee",22.2,13.3,34.9
"UnicoiCounty,Tennessee",32.8,23.8,43.4
"UnionCounty,Tennessee",33.5,22,46
"VanBurenCounty,Tennessee",31.1,20.7,42.4
"WarrenCounty,Tennessee",38.1,29.4,46.6
"WashingtonCounty,Tennessee",30.7,26.3,35.9
"WayneCounty,Tennessee",34.9,25.5,44.5
"WeakleyCounty,Tennessee",39,31.5,46.8
"WhiteCounty,Tennessee",31.2,22.6,40.2
"WilliamsonCounty,Tennessee",20.7,16.3,26
"WilsonCounty,Tennessee",37.1,30.4,44.1
"AndersonCounty,Texas",36.5,26.7,47.5
"AndrewsCounty,Texas",34.8,24.5,47.2
"AngelinaCounty,Texas",41,36.5,45.4
"AransasCounty,Texas",41.6,29.6,54.8
"ArcherCounty,Texas",25.8,16.8,37.4
"ArmstrongCounty,Texas",28.7,17,44.1
"AtascosaCounty,Texas",36.7,26.2,48.4
"AustinCounty,Texas",31.5,23.3,41.9
"BaileyCounty,Texas",31.2,18.9,47.7
"BanderaCounty,Texas",28.6,18.1,41.8
"BastropCounty,Texas",38.2,30.6,46.8
"BaylorCounty,Texas",26.2,15.6,40
"BeeCounty,Texas",30.6,19.3,44.4
"BellCounty,Texas",34.9,29.9,40.4
"BexarCounty,Texas",28.5,25.4,31.8
"BlancoCounty,Texas",28.3,17,42.9
"BordenCounty,Texas",26.4,15.4,40.4
"BosqueCounty,Texas",32,19.3,47.1
"BowieCounty,Texas",47.7,37.8,57.5
"BrazoriaCounty,Texas",27.8,21.4,34.3
"BrazosCounty,Texas",29.2,26.2,32.3
"BrewsterCounty,Texas",25.6,16,37.6
"BriscoeCounty,Texas",25.5,14.9,39.4
"BrooksCounty,Texas",37.2,24.1,51.2
"BrownCounty,Texas",39.4,30,50.7
"BurlesonCounty,Texas",38.9,24.6,55
"BurnetCounty,Texas",31.5,22.3,40.9
"CaldwellCounty,Texas",39.2,29.2,49.5
"CalhounCounty,Texas",30.5,20.5,42.2
"CallahanCounty,Texas",35.4,24.3,48.6
"CameronCounty,Texas",30.9,25.5,36.7
"CampCounty,Texas",27.5,15,44.2
"CarsonCounty,Texas",26.8,15.8,41.6
"CassCounty,Texas",37.3,25.2,51.2
"CastroCounty,Texas",27,15.6,41.8
"ChambersCounty,Texas",27.5,17.6,40.5
"CherokeeCounty,Texas",43.2,33.8,53.3
"ChildressCounty,Texas",24.9,15.2,37.9
"ClayCounty,Texas",31.4,21.4,43.5
"CochranCounty,Texas",24.8,14.6,38.9
"CokeCounty,Texas",28.5,17,43
"ColemanCounty,Texas",23.9,15.1,35.4
"CollinCounty,Texas",27.5,23.1,31.7
"CollingsworthCounty,Texas",29,16.5,45.6
"ColoradoCounty,Texas",26.3,15.7,39.6
"ComalCounty,Texas",30.2,23.2,37.6
"ComancheCounty,Texas",25.6,15.7,38.9
"ConchoCounty,Texas",28.2,18.3,40.6
"CookeCounty,Texas",23.3,14.1,35.9
"CoryellCounty,Texas",42.1,32.6,51.8
"CottleCounty,Texas",20.7,11.9,34.4
"CraneCounty,Texas",24.9,14.7,39.4
"CrockettCounty,Texas",26.6,16.7,39.8
