,Location,Obesity Percentage,Lower Limit,Upper Limit,Population
1445,"Jefferson County,  Kansas",34.7,29.8,39.9,
1446,"Jefferson County,  Kentucky",31.8,30.1,33.6,"770,517.00"
1447,"Jefferson County,  Mississippi",53.3,40.7,65.2,
1448,"Jefferson County,  Missouri",31.8,27.4,36.1,
1449,"Jefferson County,  Montana",25.4,18.6,33,
1450,"Jefferson County,  Nebraska",37.8,31.8,43.7,
1451,"Jefferson County,  New York",34.4,31,38.1,
1452,"Jefferson County,  Ohio",34.1,29.8,38.5,
1453,"Jefferson County,  Oklahoma",31.4,21.3,43.4,
1454,"Jefferson County,  Oregon",43.3,32.2,54.7,
1455,"Jefferson County,  Pennsylvania",35.7,28.5,43.8,
1456,"Jefferson County,  Tennessee",37.1,28.4,45.9,
1457,"Jefferson County,  Texas",34.9,30.1,40.1,"255,001.00"
1458,"Jefferson County,  Washington",23.8,19.1,29.3,
1459,"Jefferson County,  West Virginia",32.5,27.4,38,
1460,"Jefferson County,  Wisconsin",29.5,23.8,35.9,
1461,"Jefferson Davis County,  Mississippi",40.7,31.8,49.9,
1462,"Jefferson Davis Parish,  Louisiana",41.1,32.7,49.6,
1463,"Jefferson Parish,  Louisiana",33.3,29.8,36.8,"434,051.00"
1464,"Jenkins County,  Georgia",35,20.4,52.2,
1465,"Jennings County,  Indiana",39.4,31.6,47.8,
1466,"Jerauld County,  South Dakota",21.8,14,33,
1467,"Jerome County,  Idaho",31.8,25.7,38.1,
1468,"Jersey County,  Illinois",33.6,23,45.9,
1469,"Jessamine County,  Kentucky",33.5,25.9,41.7,
1470,"Jewell County,  Kansas",28.7,21.2,37.2,
1471,"Jim Hogg County,  Texas",24.4,14.1,38,
1472,"Jim Wells County,  Texas",32.2,20.7,45.4,
1473,"Jo Daviess County,  Illinois",28.2,19.1,39.8,
1474,"Johnson County,  Arkansas",40,31.3,49.2,
1475,"Johnson County,  Georgia",41.7,29.7,54.6,
1476,"Johnson County,  Illinois",24,14.4,37.4,
1477,"Johnson County,  Indiana",31.3,27.3,35,
1478,"Johnson County,  Iowa",26.6,23.2,30.1,
1479,"Johnson County,  Kansas",26.9,25.9,28,"597,555.00"
1480,"Johnson County,  Kentucky",44.2,38.5,50.2,
1481,"Johnson County,  Missouri",33.8,28.7,39.2,
1482,"Johnson County,  Nebraska",36.6,30.2,43.1,
1483,"Johnson County,  Tennessee",26.8,18.9,36.5,
1484,"Johnson County,  Texas",39.3,29.7,48.8,
1485,"Johnson County,  Wyoming",23.7,18.5,29.5,
1486,"Johnston County,  North Carolina",37.1,30.9,43.6,
1487,"Johnston County,  Oklahoma",31.7,22.7,41.4,
1488,"Jones County,  Georgia",34.4,22.9,47.2,
1489,"Jones County,  Iowa",37.8,29.8,46.5,
1490,"Jones County,  Mississippi",40,34.6,45.4,
1491,"Jones County,  North Carolina",40.8,27,55.5,
1492,"Jones County,  South Dakota",25.3,15.7,36.6,
1493,"Jones County,  Texas",38,25.9,51.1,
1494,"Josephine County,  Oregon",31.2,25.8,36.4,
1495,"Juab County,  Utah",29,23.4,35.1,
1496,"Juana Díaz Municipio,  Puerto Rico",No Data,No Data,No Data,
1497,"Judith Basin County,  Montana",30.2,20.9,41,
1498,"Juncos Municipio,  Puerto Rico",No Data,No Data,No Data,
1499,"Juneau City and Borough,  Alaska",26.9,23.1,31.1,
1500,"Juneau County,  Wisconsin",36.3,27.5,45.1,
1501,"Juniata County,  Pennsylvania",32.3,21.9,45.1,
1502,"Kalamazoo County,  Michigan",31.4,27.9,35,"264,870.00"
1503,"Kalawao County,  Hawaii",17.6,6.1,35.3,
1504,"Kalkaska County,  Michigan",34.3,25.9,43.8,
1505,"Kanabec County,  Minnesota",33,26.7,39.5,
1506,"Kanawha County,  West Virginia",37.6,35.3,39.7,
1507,"Kandiyohi County,  Minnesota",27.5,23.5,32.1,
1508,"Kane County,  Illinois",28.2,24.7,32.4,"534,216.00"
1509,"Kane County,  Utah",21.9,16.4,29.2,
1510,"Kankakee County,  Illinois",41.4,33,50,
1511,"Karnes County,  Texas",28.7,17.2,42.7,
1512,"Kauai County,  Hawaii",21.5,19.7,23.4,
1513,"Kaufman County,  Texas",35.7,25.9,47.8,
1514,"Kay County,  Oklahoma",36.1,29.5,43.3,
1515,"Kearney County,  Nebraska",37.5,30.9,44.6,
1516,"Kearny County,  Kansas",34.8,26.2,43.8,
1517,"Keith County,  Nebraska",30,24.6,35.1,
1518,"Kemper County,  Mississippi",38.9,29.6,48.8,
1519,"Kenai Peninsula Borough,  Alaska",32.9,29.2,36.4,
1520,"Kendall County,  Illinois",31.2,24.2,38.5,
1521,"Kendall County,  Texas",22.3,14.8,32.7,
1522,"Kenedy County,  Texas",22.5,13.4,35.6,
1523,"Kennebec County,  Maine",33.4,31,35.8,
1524,"Kenosha County,  Wisconsin",30.1,25.4,35.3,
1525,"Kent County,  Delaware",35.2,33.4,37,
1526,"Kent County,  Maryland",29.7,25.4,34.1,
1527,"Kent County,  Michigan",29.3,27.1,31.6,"653,786.00"
1528,"Kent County,  Rhode Island",29.3,27.3,31.4,
1529,"Kent County,  Texas",25.3,15.1,39.9,
1530,"Kenton County,  Kentucky",33.1,29,37.6,
1531,"Keokuk County,  Iowa",36.8,27.2,46.3,
1532,"Kern County,  California",32.2,27.9,36.4,"896,764.00"
1533,"Kerr County,  Texas",23.7,15.8,34,
1534,"Kershaw County,  South Carolina",38.8,32.8,45,
1535,"Ketchikan Gateway Borough,  Alaska",38,31.5,43.9,
1536,"Kewaunee County,  Wisconsin",30.6,21.4,41.6,
1537,"Keweenaw County,  Michigan",28,17.4,41.2,
1538,"Keya Paha County,  Nebraska",29,21,39.1,
1539,"Kidder County,  North Dakota",39.1,29.7,48.7,
1540,"Kimball County,  Nebraska",39.5,32.1,46.7,
1541,"Kimble County,  Texas",30.3,18,44.9,
1542,"King And Queen County,  Virginia",53.1,38,67.7,
1543,"King County,  Texas",21.2,12.7,33.8,
1544,"King County,  Washington",21.9,21,22.8,"2,233,163.00"
1545,"King George County,  Virginia",29.8,21.4,39.5,
1546,"King William County,  Virginia",27.4,17.9,39,
1547,"Kingfisher County,  Oklahoma",39,31.2,47.4,
1548,"Kingman County,  Kansas",31.5,24.4,38.2,
1549,"Kings County,  California",29.4,22.3,37.2,
1550,"Kings County,  New York",22.6,21.2,24.1,"2,582,830.00"
1551,"Kingsbury County,  South Dakota",29.7,21.8,38.7,
1552,"Kinney County,  Texas",27.2,16.3,40.9,
1553,"Kiowa County,  Colorado",29.6,19.6,42.3,
1554,"Kiowa County,  Kansas",29.6,21.1,39.6,
1555,"Kiowa County,  Oklahoma",31.9,22.6,42.5,
1556,"Kit Carson County,  Colorado",31.2,24.2,38.2,
1557,"Kitsap County,  Washington",30.7,27.8,33.8,"269,805.00"
1558,"Kittitas County,  Washington",27.5,22.8,32.2,
1559,"Kittson County,  Minnesota",28.2,19.3,39.1,
1560,"Klamath County,  Oregon",33.1,27.7,38.9,
1561,"Kleberg County,  Texas",34.2,23.5,47.1,
1562,"Klickitat County,  Washington",29.5,24.5,34.6,
1563,"Knott County,  Kentucky",41.4,35.5,47.5,
1564,"Knox County,  Illinois",29.2,20.4,38.9,
1565,"Knox County,  Indiana",34.4,26.9,41.9,
1566,"Knox County,  Kentucky",39.7,32.8,46.7,
1567,"Knox County,  Maine",27.5,24.7,30.6,
1568,"Knox County,  Missouri",35.1,23.8,47.3,
1569,"Knox County,  Nebraska",32.5,28.6,36.5,
1570,"Knox County,  Ohio",30.3,25,35.4,
1571,"Knox County,  Tennessee",30.7,27.4,34.1,"465,289.00"
1572,"Knox County,  Texas",24.1,14.3,36.6,
1573,"Kodiak Island Borough,  Alaska",33.8,26.5,41.4,
1574,"Koochiching County,  Minnesota",28.4,22,34.9,
1575,"Kootenai County,  Idaho",26.1,23.5,29,
1576,"Kosciusko County,  Indiana",34.4,28.7,40.2,
1577,"Kossuth County,  Iowa",36.2,28.1,45.3,
1578,"Kusilvak Census Area,  Alaska",23,15.8,31.1,
1579,"La Crosse County,  Wisconsin",27,22.2,31.9,
1580,"La Paz County,  Arizona",31.5,22.4,41.9,
1581,"La Plata County,  Colorado",18,14.7,21.8,
1582,"La Salle County,  Texas",29.8,17.5,45.3,
1583,"Labette County,  Kansas",37.5,32.4,42.8,
1584,"Lac Qui Parle County,  Minnesota",35.2,27.3,43.6,
1585,"Lackawanna County,  Pennsylvania",28.3,23.8,32.9,
1586,"Laclede County,  Missouri",31,23.6,40.1,
1587,"Lafayette County,  Arkansas",46.4,34.7,58.1,
1588,"Lafayette County,  Florida",32.5,27.5,37.3,
1589,"Lafayette County,  Mississippi",32.3,26.4,38.2,
1590,"Lafayette County,  Missouri",31.6,24.9,39,
1591,"Lafayette County,  Wisconsin",33.6,23.9,44.8,
1592,"Lafayette Parish,  Louisiana",31,26.7,35.2,"242,782.00"
1593,"Lafourche Parish,  Louisiana",39.6,34.6,44.8,
1594,"Lagrange County,  Indiana",37.1,28.6,45.5,
1595,"Lajas Municipio,  Puerto Rico",No Data,No Data,No Data,
1596,"Lake County,  California",24.5,17.2,34.2,
1597,"Lake County,  Colorado",24.4,16.9,33,
1598,"Lake County,  Florida",31.3,27.9,34.7,"356,495.00"
1599,"Lake County,  Illinois",25,21.9,28.4,"700,832.00"
1600,"Lake County,  Indiana",35.5,32.8,38.2,"484,411.00"
1601,"Lake County,  Michigan",26.2,17.8,36.8,
1602,"Lake County,  Minnesota",27,20.6,34.1,
1603,"Lake County,  Montana",29.6,26.5,33,
1604,"Lake County,  Ohio",24.7,19.9,30,"230,514.00"
1605,"Lake County,  Oregon",34.3,25.2,45.5,
1606,"Lake County,  South Dakota",31,23.7,38.8,
1607,"Lake County,  Tennessee",37.4,24.3,50,
1608,"Lake Of The Woods County,  Minnesota",28.8,20.1,39.5,
1609,"Lake and Peninsula Borough,  Alaska",37.5,28.7,46.8,
1610,"Lamar County,  Alabama",36.3,28.3,44.9,
1611,"Lamar County,  Georgia",32.1,18.8,47.9,
1612,"Lamar County,  Mississippi",33.8,28.6,39.6,
1613,"Lamar County,  Texas",34.7,30.2,39.4,
1614,"Lamb County,  Texas",25.9,16.3,39.5,
1615,"Lamoille County,  Vermont",23.3,20.4,26.1,
1616,"Lamoure County,  North Dakota",31.1,24.4,38.1,
1617,"Lampasas County,  Texas",29.7,18.5,43.1,
1618,"Lancaster County,  Nebraska",28.7,27.3,30.2,"317,272.00"
1619,"Lancaster County,  Pennsylvania",32.1,27.4,36.9,"543,557.00"
1620,"Lancaster County,  South Carolina",31.8,27.7,36.1,
1621,"Lancaster County,  Virginia",32.2,22.9,42.2,
1622,"Lander County,  Nevada",34.9,24.9,46,
1623,"Lane County,  Kansas",30.7,20.9,41.6,
1624,"Lane County,  Oregon",27.1,24.4,29.7,"379,611.00"
1625,"Langlade County,  Wisconsin",31.9,25.1,39.7,
1626,"Lanier County,  Georgia",37.5,24.2,51.7,
1627,"Lapeer County,  Michigan",32.5,26.9,38.6,
1628,"Laporte County,  Indiana",37.1,32.8,42.1,
1629,"Laramie County,  Wyoming",29.8,27.5,32.4,
1630,"Lares Municipio,  Puerto Rico",No Data,No Data,No Data,
1631,"Larimer County,  Colorado",20.1,18.1,22.1,"350,518.00"
1632,"Larue County,  Kentucky",36.3,28,45.6,
1633,"Las Animas County,  Colorado",29.3,23,36.8,
1634,"Las Marías Municipio,  Puerto Rico",No Data,No Data,No Data,
1635,"Las Piedras Municipio,  Puerto Rico",No Data,No Data,No Data,
1636,"Lasalle County,  Illinois",27.6,21.2,35.3,
1637,"Lasalle Parish,  Louisiana",34.6,26.4,43.5,
1638,"Lassen County,  California",40.9,28,52.6,
1639,"Latah County,  Idaho",24,20.5,27.7,
1640,"Latimer County,  Oklahoma",34.7,25.4,45.5,
1641,"Lauderdale County,  Alabama",32.8,28,37.5,
1642,"Lauderdale County,  Mississippi",36.2,31.7,40.9,
1643,"Lauderdale County,  Tennessee",44.7,35.8,53.7,
1644,"Laurel County,  Kentucky",39.1,33.8,44.4,
1645,"Laurens County,  Georgia",42,35.1,49.2,
1646,"Laurens County,  South Carolina",35.9,31.6,40.3,
1647,"Lavaca County,  Texas",35.9,22.9,49.6,
1648,"Lawrence County,  Alabama",32.4,23.6,41.5,
1649,"Lawrence County,  Arkansas",32.1,23.3,41.4,
1650,"Lawrence County,  Illinois",22.1,13.8,34.6,
1651,"Lawrence County,  Indiana",32.1,25.5,39.3,
1652,"Lawrence County,  Kentucky",40,33.3,47.3,
1653,"Lawrence County,  Mississippi",33.9,27.2,41.4,
1654,"Lawrence County,  Missouri",32.7,23.6,42.3,
1655,"Lawrence County,  Ohio",40.4,36.2,44.8,
1656,"Lawrence County,  Pennsylvania",36.6,29.4,44,
1657,"Lawrence County,  South Dakota",26,23.2,28.8,
1658,"Lawrence County,  Tennessee",33.2,26.5,40.5,
1659,"Le Flore County,  Oklahoma",37.5,31.6,43.6,
1660,"Le Sueur County,  Minnesota",35.1,28.7,41.8,
1661,"Lea County,  New Mexico",33,28.1,38,
1662,"Leake County,  Mississippi",40.6,32.2,49.2,
1663,"Leavenworth County,  Kansas",36.7,33.7,39.6,
1664,"Lebanon County,  Pennsylvania",34.3,27.9,41.1,
1665,"Lee County,  Alabama",30,25.9,34.7,
1666,"Lee County,  Arkansas",39.2,30.8,47.9,
1667,"Lee County,  Florida",26.1,23.3,29.3,"754,610.00"
1668,"Lee County,  Georgia",43.9,32.4,55.5,
1669,"Lee County,  Illinois",37.6,26.1,49.9,
1670,"Lee County,  Iowa",40.9,34.4,47.8,
1671,"Lee County,  Kentucky",39.4,30.5,48.8,
1672,"Lee County,  Mississippi",30.9,26.3,35.6,
1673,"Lee County,  North Carolina",32.7,25.3,41.2,
1674,"Lee County,  South Carolina",39.7,32.6,47.3,
1675,"Lee County,  Texas",41.5,29.8,54,
1676,"Lee County,  Virginia",37.6,29,47,
1677,"Leelanau County,  Michigan",26.9,20.3,34,
1678,"Leflore County,  Mississippi",36.9,30.7,43.4,
1679,"Lehigh County,  Pennsylvania",30.8,26.5,35.3,"368,100.00"
1680,"Lemhi County,  Idaho",23.4,17.4,30,
1681,"Lenawee County,  Michigan",40.2,34.2,45.8,
1682,"Lenoir County,  North Carolina",33.3,25.8,40.8,
1683,"Leon County,  Florida",30.7,28.2,33.3,"292,502.00"
1684,"Leon County,  Texas",34,21.4,48.8,
1685,"Leslie County,  Kentucky",41.6,34.6,48.9,
1686,"Letcher County,  Kentucky",38.6,32.7,45,
1687,"Levy County,  Florida",31.6,28,35.6,
1688,"Lewis And Clark County,  Montana",26.2,22.6,30.1,
1689,"Lewis County,  Idaho",27.7,20.5,36.5,
1690,"Lewis County,  Kentucky",43.9,35.5,52.8,
1691,"Lewis County,  Missouri",33.3,23.7,44.2,
1692,"Lewis County,  New York",38.2,33.1,43.9,
1693,"Lewis County,  Tennessee",42.6,30.5,55.1,
1694,"Lewis County,  Washington",35.2,30.4,40.1,
1695,"Lewis County,  West Virginia",41.9,33.9,49.8,
1696,"Lexington City,  Virginia",20.3,11.7,32.9,
1697,"Lexington County,  South Carolina",31.7,28.7,34.8,"295,032.00"
1698,"Liberty County,  Florida",39.2,34,44.3,
1699,"Liberty County,  Georgia",38,28.7,47.4,
1700,"Liberty County,  Montana",35.1,25.1,47.2,
1701,"Liberty County,  Texas",33.7,21.4,48.8,
1702,"Licking County,  Ohio",31.7,26.9,36.8,
1703,"Limestone County,  Alabama",33.7,27.8,39.8,
1704,"Limestone County,  Texas",29.3,17.8,43.2,
1705,"Lincoln County,  Arkansas",32.5,23.3,43.1,
1706,"Lincoln County,  Colorado",30.1,22.6,38.3,
1707,"Lincoln County,  Georgia",23.5,14.1,35.9,
1708,"Lincoln County,  Idaho",28.5,20.1,38.3,
1709,"Lincoln County,  Kansas",32.7,24.7,42,
1710,"Lincoln County,  Kentucky",38.3,28.7,48.7,
1711,"Lincoln County,  Maine",23.6,21,26.2,
1712,"Lincoln County,  Minnesota",28,19.9,36.8,
1713,"Lincoln County,  Mississippi",39.7,33.9,46,
1714,"Lincoln County,  Missouri",36.6,28.8,44.6,
1715,"Lincoln County,  Montana",25.2,20.9,29.6,
1716,"Lincoln County,  Nebraska",37.2,34.6,39.9,
1717,"Lincoln County,  Nevada",29.9,20.9,40,
1718,"Lincoln County,  New Mexico",23.2,18.5,28.4,
1719,"Lincoln County,  North Carolina",37.2,27.8,46.6,
1720,"Lincoln County,  Oklahoma",34.6,28.4,41.5,
1721,"Lincoln County,  Oregon",36,29.9,42.4,
1722,"Lincoln County,  South Dakota",30.2,27.4,33,
1723,"Lincoln County,  Tennessee",36.8,28.3,45.8,
1724,"Lincoln County,  Washington",30.9,25.6,36.7,
1725,"Lincoln County,  West Virginia",40,33.2,46.9,
1726,"Lincoln County,  Wisconsin",34.1,27.9,40.7,
1727,"Lincoln County,  Wyoming",26.2,22.2,30.3,
1728,"Lincoln Parish,  Louisiana",36,30.1,42.1,
1729,"Linn County,  Iowa",34.5,31.4,37.7,"225,909.00"
1730,"Linn County,  Kansas",40.6,34.8,47.2,
1731,"Linn County,  Missouri",33.3,24.6,42.4,
1732,"Linn County,  Oregon",36.2,31.8,40.7,
1733,"Lipscomb County,  Texas",27.9,16.6,42.6,
1734,"Litchfield County,  Connecticut",26.9,24,29.8,
1735,"Little River County,  Arkansas",38.1,28.5,48.7,
1736,"Live Oak County,  Texas",28.6,16.8,42.4,
1737,"Livingston County,  Illinois",34.5,24.9,44.3,
1738,"Livingston County,  Kentucky",31.7,22.2,42.5,
1739,"Livingston County,  Michigan",27.1,23.6,30.6,
1740,"Livingston County,  Missouri",42.8,32.6,53.7,
1741,"Livingston County,  New York",35.2,30.5,40.3,
1742,"Livingston Parish,  Louisiana",36.3,31.2,41.5,
1743,"Llano County,  Texas",25.7,15.4,40.4,
1744,"Logan County,  Arkansas",33,24.6,41.9,
1745,"Logan County,  Colorado",38.2,32.5,44.2,
1746,"Logan County,  Illinois",36.1,24.5,49.3,
1747,"Logan County,  Kansas",31.3,23,40.9,
1748,"Logan County,  Kentucky",38.8,31.5,46.1,
1749,"Logan County,  Nebraska",35.1,25.5,46.3,
1750,"Logan County,  North Dakota",28.1,20,37.9,
1751,"Logan County,  Ohio",41.1,32.8,48.8,
1752,"Logan County,  Oklahoma",35.6,29.4,41.7,
1753,"Logan County,  West Virginia",42,36.1,47.9,
1754,"Long County,  Georgia",34.1,22.6,47.2,
1755,"Lonoke County,  Arkansas",43.2,36.3,50.8,
1756,"Lorain County,  Ohio",36.3,31.6,41.4,"309,461.00"
1757,"Los Alamos County,  New Mexico",22.4,17.2,28.9,
1758,"Los Angeles County,  California",21.4,20.2,22.7,"10,105,518.00"
1759,"Loudon County,  Tennessee",29.2,21.5,38,
1760,"Loudoun County,  Virginia",22.1,18.9,25.1,"406,850.00"
1761,"Louisa County,  Iowa",37.5,28.6,46.4,
1762,"Louisa County,  Virginia",30.1,22.3,38,
1763,"Loup County,  Nebraska",30.6,20.6,41.8,
1764,"Love County,  Oklahoma",26.6,17.5,37.3,
1765,"Loving County,  Texas",27.9,17.3,41.4,
1766,"Lowndes County,  Alabama",47,38.5,55.8,
1767,"Lowndes County,  Georgia",38.5,32.6,44.9,
1768,"Lowndes County,  Mississippi",36.6,31.7,41.4,
1769,"Loíza Municipio,  Puerto Rico",No Data,No Data,No Data,
1770,"Lubbock County,  Texas",34.7,29.5,40.4,"307,412.00"
1771,"Lucas County,  Iowa",30.5,21.1,41.6,
1772,"Lucas County,  Ohio",34.8,32,37.7,"429,899.00"
1773,"Luce County,  Michigan",30.2,17.9,46.5,
1774,"Lumpkin County,  Georgia",34.8,23.3,48.8,
1775,"Luna County,  New Mexico",32.7,25.1,40.2,
1776,"Lunenburg County,  Virginia",40.1,30.4,50.8,
1777,"Luquillo Municipio,  Puerto Rico",No Data,No Data,No Data,
1778,"Luzerne County,  Pennsylvania",29.4,25,34.1,"317,646.00"
1779,"Lycoming County,  Pennsylvania",38.3,32.9,43.7,
1780,"Lyman County,  South Dakota",37.6,24.9,51.1,
1781,"Lynchburg City,  Virginia",35.6,29.5,41.9,
1782,"Lynn County,  Texas",28,16.6,41.9,
1783,"Lyon County,  Iowa",39.4,31,48,
1784,"Lyon County,  Kansas",39.4,35.3,43.4,
1785,"Lyon County,  Kentucky",26.2,18,36.1,
1786,"Lyon County,  Minnesota",31.3,25.6,37.1,
1787,"Lyon County,  Nevada",35.8,30.8,41,
1788,"Mackinac County,  Michigan",35.5,24.4,48.2,
1789,"Macomb County,  Michigan",31.5,29.1,33.8,"874,759.00"
1790,"Macon County,  Alabama",49.3,37.5,61.1,
1791,"Macon County,  Georgia",31.5,20.6,43.9,
1792,"Macon County,  Illinois",31.5,23.9,41.1,
1793,"Macon County,  Missouri",34.8,27.5,42.7,
1794,"Macon County,  North Carolina",29.1,21.4,37.7,
1795,"Macon County,  Tennessee",34.2,25.5,44.5,
1796,"Macoupin County,  Illinois",27.4,18.5,37.7,
1797,"Madera County,  California",35.8,27.9,44,
1798,"Madison County,  Alabama",32.8,29.4,36.5,"366,519.00"
1799,"Madison County,  Arkansas",34.6,26.6,43,
1800,"Madison County,  Florida",35.5,32,39.3,
1801,"Madison County,  Georgia",33.4,23.3,44.3,
1802,"Madison County,  Idaho",28.5,23.9,33.2,
1803,"Madison County,  Illinois",36.8,31.2,42.7,"264,461.00"
1804,"Madison County,  Indiana",39,34,44.3,
1805,"Madison County,  Iowa",36.9,28.7,46.1,
1806,"Madison County,  Kentucky",35.2,29.4,41.8,
1807,"Madison County,  Mississippi",36.2,30.8,42.2,
1808,"Madison County,  Missouri",35.3,23.2,48.1,
1809,"Madison County,  Montana",23.6,17.9,29.8,
1810,"Madison County,  Nebraska",34,31.1,36.8,
1811,"Madison County,  New York",29.9,25.3,34.9,
1812,"Madison County,  North Carolina",25.7,18.7,34.5,
1813,"Madison County,  Ohio",37.5,28.1,46.8,
1814,"Madison County,  Tennessee",38.9,35.3,42.7,
1815,"Madison County,  Texas",27.2,15.2,43.3,
1816,"Madison County,  Virginia",37.9,26.6,49.7,
1817,"Madison Parish,  Louisiana",41.2,31.5,50.6,
1818,"Magoffin County,  Kentucky",36.8,30,44,
1819,"Mahaska County,  Iowa",33,26,41,
1820,"Mahnomen County,  Minnesota",38.9,30.3,48.2,
1821,"Mahoning County,  Ohio",31.4,27.4,36,"229,642.00"
1822,"Major County,  Oklahoma",41.9,32.8,51.9,
1823,"Malheur County,  Oregon",36.2,28.2,44.7,
1824,"Manassas City,  Virginia",30.7,20.8,42.2,
1825,"Manassas Park City,  Virginia",40.3,25.1,55.1,
1826,"Manatee County,  Florida",26.6,23.4,30.1,"394,855.00"
1827,"Manatí Municipio,  Puerto Rico",No Data,No Data,No Data,
1828,"Manistee County,  Michigan",30.1,22.5,39,
1829,"Manitowoc County,  Wisconsin",33.7,27.8,40.1,
1830,"Marathon County,  Wisconsin",33.4,28.9,37.9,
1831,"Marengo County,  Alabama",42.7,36.5,49.1,
1832,"Maricao Municipio,  Puerto Rico",No Data,No Data,No Data,
1833,"Maricopa County,  Arizona",26.9,26,27.8,"4,410,824.00"
1834,"Maries County,  Missouri",34.9,23.4,46.9,
1835,"Marin County,  California",15.7,11.9,20.1,"259,666.00"
1836,"Marinette County,  Wisconsin",29.8,23.1,37.3,
1837,"Marion County,  Alabama",37.4,30.4,44.5,
1838,"Marion County,  Arkansas",28.4,21.5,36.7,
1839,"Marion County,  Florida",30.7,27.7,34.1,"359,977.00"
1840,"Marion County,  Georgia",32.9,22.1,44.9,
1841,"Marion County,  Illinois",29.4,19.4,41.1,
1842,"Marion County,  Indiana",32.4,30.7,34.1,"954,670.00"
1843,"Marion County,  Iowa",34,27.7,41.1,
1844,"Marion County,  Kansas",41,34.6,47.5,
1845,"Marion County,  Kentucky",37,30.1,44.8,
1846,"Marion County,  Mississippi",36,28.8,43.7,
1847,"Marion County,  Missouri",36,28.7,43.4,
1848,"Marion County,  Ohio",40.2,35.1,45.3,
1849,"Marion County,  Oregon",34,30.9,37.1,"346,868.00"
1850,"Marion County,  South Carolina",43.8,38,49.7,
1851,"Marion County,  Tennessee",30,22,38.3,
1852,"Marion County,  Texas",40.7,24.6,57.7,
1853,"Marion County,  West Virginia",35.1,30.9,39.4,
1854,"Mariposa County,  California",22.5,15.1,32.4,
1855,"Marlboro County,  South Carolina",38.4,32.3,44.9,
1856,"Marquette County,  Michigan",35.9,29.5,42.2,
1857,"Marquette County,  Wisconsin",38,28.8,48.1,
1858,"Marshall County,  Alabama",34.2,28.1,40.9,
1859,"Marshall County,  Illinois",25.3,16,37.6,
1860,"Marshall County,  Indiana",41.7,34,49.1,
1861,"Marshall County,  Iowa",34.5,28.6,40.8,
1862,"Marshall County,  Kansas",35.4,29.9,41.2,
1863,"Marshall County,  Kentucky",38.7,31.9,46.3,
1864,"Marshall County,  Minnesota",37.9,29.5,46.2,
1865,"Marshall County,  Mississippi",44,36.4,51.7,
1866,"Marshall County,  Oklahoma",34.4,26.2,43.6,
1867,"Marshall County,  South Dakota",30.1,21.1,40.4,
1868,"Marshall County,  Tennessee",38,28.4,47.8,
1869,"Marshall County,  West Virginia",41.7,35.1,48.1,
1870,"Martin County,  Florida",19.2,16,22.5,
1871,"Martin County,  Indiana",42.5,31.7,53.9,
1872,"Martin County,  Kentucky",40.4,31.3,50,
1873,"Martin County,  Minnesota",32.6,26.2,39.7,
1874,"Martin County,  North Carolina",43.2,33.3,53.6,
1875,"Martin County,  Texas",35.8,22.1,51,
1876,"Martinsville City,  Virginia",29.1,17.4,42.4,
1877,"Mason County,  Illinois",28.9,17.9,42.7,
1878,"Mason County,  Kentucky",34.3,27.2,41.6,
1879,"Mason County,  Michigan",28.1,20.2,36.5,
1880,"Mason County,  Texas",25.4,15.1,40,
1881,"Mason County,  Washington",36.2,31.3,41.8,
1882,"Mason County,  West Virginia",40,34.2,46,
1883,"Massac County,  Illinois",33.7,21.4,48.1,
1884,"Matagorda County,  Texas",37.8,24.4,52,
1885,"Matanuska-Susitna Borough,  Alaska",34.1,31.5,36.9,
1886,"Mathews County,  Virginia",32.1,22.2,43.5,
1887,"Maui County,  Hawaii",24.2,22.7,25.7,
1888,"Maunabo Municipio,  Puerto Rico",No Data,No Data,No Data,
1889,"Maury County,  Tennessee",32.4,26.6,38.1,
1890,"Maverick County,  Texas",38.3,26.1,51.5,
1891,"Mayagüez Municipio,  Puerto Rico",No Data,No Data,No Data,
1892,"Mayes County,  Oklahoma",36.8,30.2,43.9,
1893,"Mcclain County,  Oklahoma",35.3,29.5,42.2,
1894,"Mccone County,  Montana",23.7,16.7,32.7,
1895,"Mccook County,  South Dakota",36.5,26.4,47.4,
1896,"Mccormick County,  South Carolina",35,28.4,42.9,
1897,"Mccracken County,  Kentucky",30,25.6,34.9,
1898,"Mccreary County,  Kentucky",40.1,32.2,48.3,
1899,"Mcculloch County,  Texas",35.4,23.1,50.6,
1900,"Mccurtain County,  Oklahoma",35.7,29.1,42.2,
1901,"Mcdonald County,  Missouri",29.5,20.8,39.5,
1902,"Mcdonough County,  Illinois",35.1,24.8,47.4,
1903,"Mcdowell County,  North Carolina",40.4,33.6,47.7,
1904,"Mcdowell County,  West Virginia",44.5,37.5,52.1,
1905,"Mcduffie County,  Georgia",23.7,13.5,37.3,
1906,"Mchenry County,  Illinois",32.6,27.2,37.5,
1907,"Mchenry County,  North Dakota",32.1,25.3,38.5,
1908,"Mcintosh County,  Georgia",30,19.5,42.4,
1909,"Mcintosh County,  North Dakota",25.9,19.2,33.8,
1910,"Mcintosh County,  Oklahoma",34.2,26,42.4,
1911,"Mckean County,  Pennsylvania",33.9,25.9,42.8,
1912,"Mckenzie County,  North Dakota",28.8,23.9,34.2,
